mild_winter = {
	596
	598
	605
	608
	619
	632
	633
	634
	636
	643
	649
	652
	654
	657
	670
	680
	681
	690
	691
	703
	711
	719
	721
	725
	726
	732
	738
	739
	744
	747
	749
	759
	776
	779
	783
	784
	811
	821
	824
	835
	838
	846
	847
	851
	863
	867
	879
	884
	892
	893
	897
	902
	907
	911
	915
	918
	925
	926
	933
	934
	935
	944
	948
	952
	957
	976
	980
	982
	995
	997
	999
	1008
	1011
	1044
	1058
	1070
	1094
	1098
	1107
	1127
	1128
	1135
	1137
	1139
	1142
	1158
	1160
	1163
	1170
	1176
	1180
	1183
	1195
	1200
	1205
	1209
	1221
	1237
	1244
	1250
	1252
	1260
	1267
	1270
	1273
	1279
	1288
	1291
	1292
	1293
	1303
	1305
	1310
	1313
	1317
	1322
	1326
	1334
	1335
	1336
	1341
	1344
	1346
	1350
	1351
	1357
	1360
	1364
	1370
	1371
	1372
	1373
	1377
	1379
	1381
	1383
	1387
	1388
	1389
	1395
	1397
	1400
	1402
	1403
	1404
	1406
	1408
	1411
	1414
	1419
	1420
	1421
	1424
	1425
	1431
	1434
	1436
	1437
	1438
	1439
	1443
	1444
	1445
	1448
	1449
	1450
	1452
	1453
	1454
	1455
	1456
	1460
	1463
	1464
	1466
	1467
	1468
	1470
	1472
	1474
	1476
	1477
	1478
	1482
	1483
	1484
	1485
	1486
	1490
	1491
	1496
	1497
	1498
	1506
	1534
	1537
	1539
	1540
	1543
	1548
	1549
	1551
	1553
	1555
	1556
	1557
	1558
	1559
	1560
	1561
	1562
	1563
	1564
	1566
	1571
	1606
}

normal_winter = {
	16
	1531
	1541
	1552
}

severe_winter = {
}

