mild_winter = {
	295
	306
	313
	316
	317
	321
	324
	325
	337
	340
	362
	380
	382
	407
	414
	417
	418
	443
	444
	445
	446
	454
	457
	464
	465
	468
	472
	478
	482
	488
	503
	517
	518
	530
	541
	544
	548
	554
	555
	565
	587
	597
	618
	619
	627
	637
	648
	650
	657
	658
	660
	672
	674
	675
	686
	699
	706
	712
	715
	716
	723
	729
	735
	739
	747
	758
	762
	774
	775
	776
	778
	780
	788
	791
	792
	793
	794
	797
	802
	807
	810
	811
	813
	816
	818
	819
	820
	822
	824
	826
	827
	828
	833
	837
	840
	844
	845
	847
	849
	852
	856
	858
	860
	862
	864
	865
	866
	870
	872
	874
	876
	879
	880
	883
	884
	885
	887
	891
	894
	898
	902
	903
	907
	908
	910
	912
	913
	914
	915
	919
	920
	921
	923
	926
	927
	928
	931
	932
	935
	938
	941
	958
	960
	962
	963
	964
	965
	966
	968
	969
	970
	971
	972
	973
	974
	975
	976
	977
	979
	980
	982
	1005
}

normal_winter = {
	955
}

severe_winter = {
}

