#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_bengal;Qaaqokia;;;;;;;;;;;;;x
e_deccan;Kudtia;;;;;;;;;;;;;x
e_india;Layarak;;;;;;;;;;;;;x
e_rajastan;Ryagius;;;;;;;;;;;;;x
e_tibet;Cerberus Dorsa;;;;;;;;;;;;;x
d_african_large;Teelary;;;;;;;;;;;;;x
d_african_low;Doiteph;;;;;;;;;;;;;x
d_african_massive;Qayapur;;;;;;;;;;;;;x
d_african_mid;Tosary;;;;;;;;;;;;;x
d_african_mid_low_1;Doitory;;;;;;;;;;;;;x
d_african_mid_low_2;Wosory;;;;;;;;;;;;;x
d_african_tiny;Dasijah;;;;;;;;;;;;;x
d_scholae_palatinae;Kosia;;;;;;;;;;;;;x
d_bodpa_low;Evasokia;;;;;;;;;;;;;x
d_han_junks;Ehani;;;;;;;;;;;;;x
d_han_large;Borardin;;;;;;;;;;;;;x
d_han_low;Belo;;;;;;;;;;;;;x
d_han_massive;Lenary;;;;;;;;;;;;;x
d_han_mid;Balarak;;;;;;;;;;;;;x
d_han_mid_low;Wosokia;;;;;;;;;;;;;x
d_han_tiny_1;Wing;;;;;;;;;;;;;x
d_han_tiny_2;Serya;;;;;;;;;;;;;x
d_jurchen_band;Wosanoson Band;;;;;;;;;;;;;x
d_jurchen_corsairs;Rilalan Corsairs;;;;;;;;;;;;;x
d_outlaws_of_the_marsh;Outlaws of the Arctic;;;;;;;;;;;;;x
d_tangut_low;Qayanos;;;;;;;;;;;;;x
d_treasure_fleet;Leoruk Fleet;;;;;;;;;;;;;x
b_naberezhnye;Wakuk;;;;;;;;;;;;;x
e_abyssinia;Runund;;;;;;;;;;;;;x
e_arabia;Tilala;;;;;;;;;;;;;x
e_britannia;Sobius;;;;;;;;;;;;;x
e_byzantium;Toduk;;;;;;;;;;;;;x
e_carpathia;Neraula;;;;;;;;;;;;;x
e_france;Alba;;;;;;;;;;;;;x
e_germany;Tempia;;;;;;;;;;;;;x
e_hre;Holy Terran Empire;;;;;;;;;;;;;x
e_idel_ural;Mariner;;;;;;;;;;;;;x
e_italy;Baula;;;;;;;;;;;;;x
e_kanem;Tinuda;;;;;;;;;;;;;x
e_maghreb;Ryu;;;;;;;;;;;;;x
e_mali;Nazielu;;;;;;;;;;;;;x
e_persia;Daedalia;;;;;;;;;;;;;x
e_pontic_steppe;Kuruju;;;;;;;;;;;;;x
e_roman_empire;Terran Empire;;;;;;;;;;;;;x
e_russia;Rorude;;;;;;;;;;;;;x
e_scandinavia;Rerarak;;;;;;;;;;;;;x
e_spain;Ascraeus;;;;;;;;;;;;;x
e_tartaria;Tilaula;;;;;;;;;;;;;x
e_turkestan;Dazune;;;;;;;;;;;;;x
e_wendish_empire;Eroukh;;;;;;;;;;;;;x
d_army_light;Army of Light;;;;;;;;;;;;;x
d_ashokas_chosen;Waaqarak's Chosen;;;;;;;;;;;;;x
d_bektashi;Ramd;;;;;;;;;;;;;x
d_bulls_rishabha;Bulls of Ascaka;;;;;;;;;;;;;x
d_chosen_perkunas;Chosen Telonnus;;;;;;;;;;;;;x
d_dralhas_children;Children of Ribacob;;;;;;;;;;;;;x
d_followers_arjuna;Followers of Kayajah;;;;;;;;;;;;;x
d_haruriyyah;Lohonge;;;;;;;;;;;;;x
d_hashshashin;Order of the Third Eye;;;;;;;;;;;;;x
d_holy_sepulchre;Holy Qoramd;;;;;;;;;;;;;x
d_huitzilopochtli;Baaqory;;;;;;;;;;;;;x
d_immortals;Immortals;;;;;;;;;;;;;x
d_jomsvikings;Jomspirates;;;;;;;;;;;;;x
d_knights_calatrava;Knights of Sou;;;;;;;;;;;;;x
d_knights_hospitaler;Knights Bayanaer;;;;;;;;;;;;;x
d_knights_santiago;Knights of Qosya;;;;;;;;;;;;;x
d_knights_templar;Knights Qundar;;;;;;;;;;;;;x
d_livonian_order;Nared Order;;;;;;;;;;;;;x
d_myrmidons;Saint Kina;;;;;;;;;;;;;x
d_saint_addai;Saint Nibashi;;;;;;;;;;;;;x
d_saint_anthony;Saint Roring;;;;;;;;;;;;;x
d_sky_lords;Star Lords;;;;;;;;;;;;;x
d_sons_kaleva;Sons of Tayakia;;;;;;;;;;;;;x
d_spirit_guardians;Spirit Guardians;;;;;;;;;;;;;x
d_teutonic_order;Derelmo Order;;;;;;;;;;;;;x
d_warriors_perun;Diloukh Warriors;;;;;;;;;;;;;x
d_zealots;Zealots;;;;;;;;;;;;;x
d_zun_warriors;Solar Guard;;;;;;;;;;;;;x
k_teutonic_state;Esaa State;;;;;;;;;;;;;x
d_bengal_band;Qobinko Band;;;;;;;;;;;;;x
d_bengal_company;Qijah Company;;;;;;;;;;;;;x
d_marathi_band;Ekoita Band;;;;;;;;;;;;;x
d_marathi_company;Raaqacob Company;;;;;;;;;;;;;x
d_rajput_band;Teelius Band;;;;;;;;;;;;;x
d_rajput_company;Qaasinie Company;;;;;;;;;;;;;x
d_tamil_band;Abenory Band;;;;;;;;;;;;;x
d_abakan;Kasory;;;;;;;;;;;;;x
d_abkhazia;Kuisa;;;;;;;;;;;;;x
d_abruzzo;Boitius;;;;;;;;;;;;;x
d_abydos;Dalugh;;;;;;;;;;;;;x
d_achaia;Ranielu;;;;;;;;;;;;;x
d_adrar;Kary;;;;;;;;;;;;;x
d_adrianopolis;Arodune;;;;;;;;;;;;;x
d_aegean_islands;Loracob;;;;;;;;;;;;;x
d_afar;Budanos;;;;;;;;;;;;;x
d_agder;Qobius;;;;;;;;;;;;;x
d_air;Qohonge;;;;;;;;;;;;;x
d_ajmer;Ridisel;;;;;;;;;;;;;x
d_akara_dasarna;Najuge;;;;;;;;;;;;;x
d_alania;Qing;;;;;;;;;;;;;x
d_albany;Wilya;;;;;;;;;;;;;x
d_aleppo;Terelmo;;;;;;;;;;;;;x
d_alexandria;Teled;;;;;;;;;;;;;x
d_algarve;Tamd;;;;;;;;;;;;;x
d_alger;Kakund;;;;;;;;;;;;;x
d_alsace;Roanert;;;;;;;;;;;;;x
d_altay;Lelelmo;;;;;;;;;;;;;x
d_amman;Dodunda;;;;;;;;;;;;;x
d_anartta;Kiata;;;;;;;;;;;;;x
d_anatolia;Robarak;;;;;;;;;;;;;x
d_ancona;Esobaka;;;;;;;;;;;;;x
d_angria;Edhinelo;;;;;;;;;;;;;x
d_anjou;Aqokia;;;;;;;;;;;;;x
d_antioch;Kasanos;;;;;;;;;;;;;x
d_anupa;Sudapur;;;;;;;;;;;;;x
d_apulia;Quisa;;;;;;;;;;;;;x
d_aqtobe;Tenapur;;;;;;;;;;;;;x
d_aquitaine;Rering;;;;;;;;;;;;;x
d_arabia_petrae;Ahakunda;;;;;;;;;;;;;x
d_aragon;Karak;;;;;;;;;;;;;x
d_armenia;Berert;;;;;;;;;;;;;x
d_armenia_minor;Ehaking;;;;;;;;;;;;;x
d_armeniacon;Ageorala;;;;;;;;;;;;;x
d_ascalon;Nerelmo;;;;;;;;;;;;;x
d_asturias;Sosuk;;;;;;;;;;;;;x
d_aswan;Weling;;;;;;;;;;;;;x
d_asyut;Tiboukh;;;;;;;;;;;;;x
d_athens;Qobacob;;;;;;;;;;;;;x
d_atyrau;Tuisuk;;;;;;;;;;;;;x
d_auvergne;Rayarak;;;;;;;;;;;;;x
d_axum;Keyfert;;;;;;;;;;;;;x
d_azerbaijan;Warory;;;;;;;;;;;;;x
d_azov;Dosanos;;;;;;;;;;;;;x
d_badajoz;Kayanos;;;;;;;;;;;;;x
d_baden;Borind;;;;;;;;;;;;;x
d_baghdad;Baviye;;;;;;;;;;;;;x
d_balata;Robory;;;;;;;;;;;;;x
d_balkh;Wasaka;;;;;;;;;;;;;x
d_baluchistan;Taaqory;;;;;;;;;;;;;x
d_bambuk;Tiugh;;;;;;;;;;;;;x
d_bandja;Botuju;;;;;;;;;;;;;x
d_barcelona;Tinoda;;;;;;;;;;;;;x
d_barkul;Rorune;;;;;;;;;;;;;x
d_bashkirs;Wosoukh;;;;;;;;;;;;;x
d_basra;Budinko;;;;;;;;;;;;;x
d_bavaria;Raseth;;;;;;;;;;;;;x
d_baygal;Relelmo;;;;;;;;;;;;;x
d_bedford;Weroukh;;;;;;;;;;;;;x
d_beja;Keroukh;;;;;;;;;;;;;x
d_beloozero;Rorala;;;;;;;;;;;;;x
d_benevento;Bibonnu;;;;;;;;;;;;;x
d_bergslagen;Dilelmo;;;;;;;;;;;;;x
d_berry;Rais;;;;;;;;;;;;;x
d_beshbaliq;Wodan;;;;;;;;;;;;;x
d_bessarabia;Teotha;;;;;;;;;;;;;x
d_bhakkar;Delaula;;;;;;;;;;;;;x
d_bhutan;Badacob;;;;;;;;;;;;;x
d_bjarmia;Rary;;;;;;;;;;;;;x
d_bornu;Qinius;;;;;;;;;;;;;x
d_bosnia;Loita;;;;;;;;;;;;;x
d_bourbon;Terya;;;;;;;;;;;;;x
d_brabant;Qacob;;;;;;;;;;;;;x
d_brandenburg;Turuju;;;;;;;;;;;;;x
d_bremen;Ehuda;;;;;;;;;;;;;x
d_brittany;Enazais;;;;;;;;;;;;;x
d_brunswick;Kosacob;;;;;;;;;;;;;x
d_bucellarian;Telo;;;;;;;;;;;;;x
d_bulgar;Tering;;;;;;;;;;;;;x
d_burgundy;Ludeph;;;;;;;;;;;;;x
d_cairo;Ribund;;;;;;;;;;;;;x
d_calabria;Ehakuk;;;;;;;;;;;;;x
d_canterbury;Adhinaka;;;;;;;;;;;;;x
d_cappadocia;Roda;;;;;;;;;;;;;x
d_capua;Kosapur;;;;;;;;;;;;;x
d_carinthia;Bilala;;;;;;;;;;;;;x
d_carniola;Seramd;;;;;;;;;;;;;x
d_caspian_steppe;Qayana;;;;;;;;;;;;;x
d_castilla;Kinius;;;;;;;;;;;;;x
d_cephalonia;Neelaka;;;;;;;;;;;;;x
d_champagne;Kenokia;;;;;;;;;;;;;x
d_charsianon;Sodala;;;;;;;;;;;;;x
d_chera_nadu;Qoaning;;;;;;;;;;;;;x
d_cheremisa;Silaula;;;;;;;;;;;;;x
d_chernigov;Karaka;;;;;;;;;;;;;x
d_cherson;Selmo;;;;;;;;;;;;;x
d_cherven_cities;Qesho;;;;;;;;;;;;;x
